id,venue,auction,lot,reported_date,date_basis,family,denomination,grade,strike,surface,notes,amount,currency,price_basis,buyer_premium_rate,buyer_price_before_tax_shipping,cohort,evidence,checked_on,source_url
Heritage-232635-64015,Heritage,232635,64015,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,AU,5,4,,1464,USD,includes buyer premium,0.22,1464.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64016,Heritage,232635,64016,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,AU,5,4,,1464,USD,includes buyer premium,0.22,1464.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64017,Heritage,232635,64017,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,AU,5,4,,1586,USD,includes buyer premium,0.22,1586.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64018,Heritage,232635,64018,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,AU,5,4,,1342,USD,includes buyer premium,0.22,1342.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64019,Heritage,232635,64019,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,Choice XF,5,4,,1067.5,USD,includes buyer premium,0.22,1067.5,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64020,Heritage,232635,64020,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,Choice XF,5,4,,1464,USD,includes buyer premium,0.22,1464.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64021,Heritage,232635,64021,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,Choice XF,5,4,,1067.5,USD,includes buyer premium,0.22,1067.5,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64022,Heritage,232635,64022,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,Choice XF,5,4,,1220,USD,includes buyer premium,0.22,1220.0,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64023,Heritage,232635,64023,2026-08-27,archive auction end date; individual session may be previous day,Classical mass issue,AR tetradrachm,Choice XF,5,3,brushed,1006.5,USD,includes buyer premium,0.22,1006.5,current consecutive lots,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-3076-33044,Heritage,3076,33044,2019-09-09,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,528,USD,includes buyer premium,0.2,528.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1717-gm-9h-ngc-choice-xf-5-5-4-5/a/3076-33044.s
Heritage-231949-61046,Heritage,231949,61046,2019-12-05,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,660,USD,includes buyer premium,0.2,660.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1717-gm-2h-ngc-choice-xf-5-5-4-5/a/231949-61046.s
Heritage-232033-62057,Heritage,232033,62057,2020-08-12,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,840,USD,includes buyer premium,0.2,840.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1714-gm-5h-ngc-choice-xf-5-5-4-5/a/232033-62057.s
Heritage-232052-64057,Heritage,232052,64057,2020-12-23,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,720,USD,includes buyer premium,0.2,720.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/attica-athens-ca-440-404-bc-ar-tetradrachm-26mm-1712-gm-8h-ngc-choice-xf-5-5-4-5/a/232052-64057.s
Heritage-232123-62095,Heritage,232123,62095,2021-06-09,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,630,USD,includes buyer premium,0.2,630.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1715-gm-1h-ngc-choice-xf-5-5-4-5/a/232123-62095.s
Heritage-232126-61102,Heritage,232126,61102,2021-06-30,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,750,USD,includes buyer premium,0.2,750.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1716-gm-8h-ngc-choice-xf-5-5-4-5/a/232126-61102.s
Heritage-232114-62102,Heritage,232114,62102,2021-04-07,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,750,USD,includes buyer premium,0.2,750.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1718-gm-9h-ngc-choice-xf-5-5-4-5/a/232114-62102.s
Heritage-232106-62081,Heritage,232106,62081,2021-02-11,archive auction end date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,900,USD,includes buyer premium,0.2,900.0,historical matched grade,auction reported sold,2026-09-17,https://www.ha.com/c/search/results.zx?archive_state=5327&layout=gallery&mode=archive&page=48~6&sb=1&si=2&sold_status=1526&term=17.18
Heritage-232133-63097,Heritage,232133,63097,2021-08-18,archive auction end date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,900,USD,includes buyer premium,0.2,900.0,historical matched grade,auction reported sold,2026-09-17,https://www.ha.com/c/search/results.zx?archive_state=5327&layout=gallery&mode=archive&page=48~86&sb=1&si=2&sold_status=1526&term=yn
Heritage-232217-64116,Heritage,232217,64116,2022-04-27,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,660,USD,includes buyer premium,0.2,660.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1718-gm-7h-ngc-choice-xf-5-5-4-5/a/232217-64116.s
Heritage-232230-64069,Heritage,232230,64069,2022-07-27,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,660,USD,includes buyer premium,0.2,660.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1718-gm-1h-ngc-choice-xf-5-5-4-5/a/232230-64069.s
Heritage-232311-63032,Heritage,232311,63032,2023-03-15,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,900,USD,includes buyer premium,0.2,900.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1714-gm-2h-ngc-choice-xf-5-5-4-5/a/232311-63032.s
Heritage-232344-61036,Heritage,232344,61036,2023-11-01,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,720,USD,includes buyer premium,0.2,720.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1718-gm-4h-ngc-choice-xf-5-5-4-5/a/232344-61036.s
Heritage-232341-62038,Heritage,232341,62038,2023-10-11,archive auction end date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,900,USD,includes buyer premium,0.2,900.0,historical matched grade,auction reported sold,2026-09-17,https://www.ha.com/c/search/results.zx?archive_state=5327&layout=gallery&mode=archive&page=48~86&sb=1&si=2&sold_status=1526&term=yn
Heritage-232403-63026,Heritage,232403,63026,2024-01-18,archive auction end date,Classical mass issue,AR tetradrachm,Choice XF,5,4,2025 catalogue identifies this earlier lot as the same coin. Earlier archive ends Jan 18; later provenance cites Jan 17.,750,USD,includes buyer premium,0.2,750.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232403&auction_year=2024&dept=1909&layout=list&mode=archive&page=10~6&sb=1&si=2&sold_status=1526
Heritage-232450-62026,Heritage,232450,62026,2024-12-11,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,780,USD,includes buyer premium,0.2,780.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1721-gm-11h-ngc-choice-xf-5-5-4-5/a/232450-62026.s
Heritage-232449-61029,Heritage,232449,61029,2024-12-04,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,cabinet toning,900,USD,includes buyer premium,0.2,900.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/ancients-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1719-gm-8h-ngc-choice-xf-5-5-4-5/a/232449-61029.s
Heritage-232527-61037,Heritage,232527,61037,2025-07-02,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,"Catalogue provenance: Heritage 232403, lot 63026, Jan 17 2024. Same 25mm, 17.19g, 8h and NGC grade; identity is catalogue-linked, not independently certified here.",960,USD,includes buyer premium,0.2,960.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/greek-attica-athens-ca-440-404-bc-ar-tetradrachm-25mm-1719-gm-8h-ngc-choice-xf-5-5-4-5/a/232527-61037.s
Heritage-232544-65028,Heritage,232544,65028,2025-10-29,lot sold date,Classical mass issue,AR tetradrachm,Choice XF,5,4,,990,USD,includes buyer premium,0.2,990.0,historical matched grade,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/greek-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1720-gm-10h-ngc-choice-xf-5-5-4-5/a/232544-65028.s
CNG-614-106,CNG,614,106,2026-07-29,lot sold date,Classical mass issue,AR tetradrachm,VF,,,Rough/granular surfaces; find patina; 15.50g,375,USD,hammer,0.2,450.0,current raw examples,auction reported sold,2026-09-17,https://cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FCONTAINER_NAME%3D%26CONTAINER_TYPE_ID%3D2%26IS_ADVANCED%3D1%26ITEM_DESC%3DAthens%2Btetradrachm%26ITEM_IS_SOLD%3D1%26MAX_COUNT%3D10000%26PAGE%3D14%26PAGE_NUM%3D200%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D1%26TABS_TYPE%3D2%26VIEW_TYPE%3D0&LOT_ID=202608
CNG-613-156,CNG,613,156,2026-07-15,lot sold date,Classical mass issue,AR tetradrachm,Good VF,,,Light cleaning marks; 17.15g,650,USD,hammer,0.2,780.0,current raw examples,auction reported sold,2026-09-17,https://cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FIS_ADVANCED%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_ITEM_ADD_DATE%3D1%26mm_ITEM_ADD_DATE%3D5%26dd_ITEM_ADD_DATE%3D15%26yyyy_ITEM_ADD_DATE%3D2026%26PAGE_NUM%3D100%26PAGE%3D6&LOT_ID=201456
CNG-616-257,CNG,616,257,2026-09-02,lot sold date,Classical mass issue,AR tetradrachm,VF,,,Rough surfaces; horn silver; delaminations; 16.39g,475,USD,hammer,0.2,570.0,current raw examples,auction reported sold,2026-09-17,https://www.cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FCONTAINER_TYPE_ID%3D2%26IS_ADVANCED%3D1%26MAX_COUNT%3D10000%26PAGE%3D3%26PAGE_NUM%3D100%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D0%26SEARCH_IN_ITEM_ADD_DATE%3D1%26TABS_TYPE%3D2%26VIEW_TYPE%3D0%26dd_ITEM_ADD_DATE%3D21%26mm_ITEM_ADD_DATE%3D2%26yyyy_ITEM_ADD_DATE%3D2026&LOT_ID=205601
CNG-610-204,CNG,610,204,2026-06-03,lot sold date,Classical mass issue,AR tetradrachm,Good VF,,,Granular surfaces; 16.97g,650,USD,hammer,0.2,780.0,current raw examples,auction reported sold,2026-09-17,https://www.cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FIS_ADVANCED%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D0%26TABS_TYPE%3D2%26CONTAINER_TYPE_ID%3D2%26SEARCH_IN_ITEM_ADD_DATE%3D1%26mm_ITEM_ADD_DATE%3D8%26dd_ITEM_ADD_DATE%3D25%26yyyy_ITEM_ADD_DATE%3D2025%26VIEW_TYPE%3D0%26MAX_COUNT%3D10000%26PAGE_NUM%3D200%26PAGE%3D6&LOT_ID=197161
CNG-611-187,CNG,611,187,2026-06-17,lot sold date,Classical mass issue,AR tetradrachm,Good VF,,,Light earthen deposits; 17.18g,900,USD,hammer,0.2,1080.0,current raw examples,auction reported sold,2026-09-17,https://cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FCONTAINER_TYPE_ID%3D2%26IS_ADVANCED%3D1%26MAX_COUNT%3D10000%26PAGE_NUM%3D200%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D0%26SEARCH_IN_ITEM_ADD_DATE%3D1%26TABS_TYPE%3D2%26VIEW_TYPE%3D0%26dd_ITEM_ADD_DATE%3D5%26mm_ITEM_ADD_DATE%3D9%26yyyy_ITEM_ADD_DATE%3D2020&LOT_ID=198389
CNG-612-89,CNG,612,89,2026-07-01,lot sold date,Pi style,AR tetradrachm,Good VF,,,Pi V; worn obverse die; 17.15g,350,USD,hammer,0.2,420.0,other families,auction reported sold,2026-09-17,https://www.cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FIS_ADVANCED%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D0%26TABS_TYPE%3D2%26CONTAINER_TYPE_ID%3D2%26SEARCH_IN_ITEM_ADD_DATE%3D1%26mm_ITEM_ADD_DATE%3D4%26dd_ITEM_ADD_DATE%3D3%26yyyy_ITEM_ADD_DATE%3D2026%26VIEW_TYPE%3D0%26MAX_COUNT%3D10000%26PAGE_NUM%3D200&LOT_ID=199709
CNG-613-160,CNG,613,160,2026-07-15,lot sold date,Quadridigite,AR tetradrachm,VF,,,"Deposits, marks and scrapes; 17.15g; Pitchfork provenance",475,USD,hammer,0.2,570.0,other families,auction reported sold,2026-09-17,https://cngcoins.com/Lot.aspx?BACK_URL=%2FLots.aspx%3FCONTAINER_NAME%3D%26CONTAINER_TYPE_ID%3D2%26IS_ADVANCED%3D1%26ITEM_DESC%3DAthens%2Btetradrachm%26ITEM_IS_SOLD%3D1%26MAX_COUNT%3D10000%26PAGE%3D14%26PAGE_NUM%3D200%26SEARCH_IN_CONTAINER_TYPE_ID_1%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_2%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_3%3D1%26SEARCH_IN_CONTAINER_TYPE_ID_4%3D1%26TABS_TYPE%3D2%26VIEW_TYPE%3D0&LOT_ID=201460
Heritage-61626-23039,Heritage,61626,23039,2026-06-07,lot sold date,Classical mass issue,AR tetradrachm,Choice VF,5,4,Full Crest; star; brushed,3416,USD,includes buyer premium,0.22,3416.0,full crest examples,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/greek-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1718-gm-4h-ngc-choice-vfand-9733-5-5-4-5-full-crest-brushed/a/61626-23039.s
Heritage-232617-64024,Heritage,232617,64024,2026-04-22,lot sold date,Classical mass issue,AR tetradrachm,AU,5,4,Full Crest,3172,USD,includes buyer premium,0.22,3172.0,full crest examples,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/greek-attica-athens-ca-440-404-bc-ar-tetradrachm-23mm-1718-gm-11h-ngc-au-5-5-4-5-full-crest/a/232617-64024.s
Heritage-61626-23038,Heritage,61626,23038,2026-06-07,lot sold date,Classical mass issue,AR tetradrachm,AU,5,4,Full Crest,2928,USD,includes buyer premium,0.22,2928.0,full crest examples,auction reported sold,2026-09-17,https://coins.ha.com/itm/ancients/greek/greek-attica-athens-ca-440-404-bc-ar-tetradrachm-24mm-1715-gm-10h-ngc-au-5-5-4-5-full-crest/a/61626-23038.s
Heritage-232635-64024,Heritage,232635,64024,2026-08-27,archive auction end date,Pi style,AR tetradrachm,MS,4,4,353–294 BCE catalogue range,793,USD,includes buyer premium,0.22,793.0,other families,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
Heritage-232635-64025,Heritage,232635,64025,2026-08-27,archive auction end date,Pi style,AR tetradrachm,Choice AU,3,3,353–294 BCE catalogue range,549,USD,includes buyer premium,0.22,549.0,other families,auction reported sold,2026-09-17,https://coins.ha.com/c/search/results.zx?archive_state=5327&auction_name=232635&auction_year=2026&dept=1909&ic4=OtherResults-SampleItem-AuctionNo-051517&mode=archive&sold_status=1526~1524
